CountyFIPS,Year,Population,Log_Population,Smoking_AdjPrev,Complete_4_Years,is_extreme_smoking,is_extreme_population
8035,2020,360750,5.557206339765532,9.3,True,False,False
8035,2021,368990,5.567014596501425,8.9,True,False,False
8035,2022,383906,5.584224899683252,7.6,True,False,False
8041,2019,720403,5.857575512699318,14.2,True,False,False
8041,2020,728310,5.862316273039543,14.9,True,False,False
8041,2021,737867,5.867978087606938,13.7,True,False,True
8041,2022,744215,5.871698419181319,10.9,True,False,True
8045,2019,60061,4.778592558813119,14.5,True,False,False
8045,2020,60366,4.780792399383683,15.0,True,False,False
8045,2021,62161,4.793517992456123,14.0,True,False,False
8045,2022,62707,4.797316023951698,12.0,True,False,False
8047,2020,6235,3.7948364578145615,12.5,False,False,False
8047,2021,5873,3.768860000842957,12.2,False,False,False
8047,2022,5926,3.772761647144032,10.7,False,False,False
8051,2019,17462,4.242093983883883,13.6,True,False,False
8051,2020,17593,4.245339902695324,12.7,True,False,False
8051,2021,17281,4.237568870198198,12.5,True,False,False
8051,2022,17321,4.238572961696629,10.2,True,False,False
8057,2022,1309,3.116939646550756,16.8,False,False,False
8059,2019,582881,5.7655798989810645,13.5,True,False,False
8059,2020,583283,5.765879318940248,11.8,True,False,False
8059,2021,579581,5.763114139859165,12.5,True,False,False
8059,2022,576366,5.760698353738236,9.9,True,False,False
8067,2019,56221,4.749898566113462,14.2,True,False,False
8067,2020,56564,4.752540113598297,14.0,True,False,False
8067,2021,56250,4.7501225267834,13.5,True,False,False
8067,2022,56407,4.7513330024360485,11.9,True,False,False
8069,2019,356899,5.552545331101947,13.9,True,False,False
8069,2020,360428,5.556818521966138,13.0,True,False,False
8069,2021,362533,5.559347544881088,12.5,True,False,False
8069,2022,370771,5.5691057582866295,10.2,True,False,False
8077,2019,154210,5.188112537165025,17.9,True,False,False
8077,2020,155603,5.192017965859878,16.5,True,False,False
8077,2021,157335,5.196825344467197,16.4,True,False,False
8077,2022,159681,5.203253243714852,13.2,True,False,False
8083,2019,26183,4.418019405728941,18.4,True,False,False
8083,2020,26408,4.421735511322255,18.4,True,False,False
